12-16-2024 11:33:36-log: Cannot access game frame or container.
12-16-2024 11:33:36-debug: asset-db:require-engine-code (1085ms)
12-16-2024 11:33:37-log: Cocos Creator v3.8.1
12-16-2024 11:33:37-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.45MB, end 93.12MB, increase: 73.67MB
12-16-2024 11:33:37-debug: [Assets Memory track]: asset-db-plugin-register: programming start:93.76MB, end 95.64MB, increase: 1.88MB
12-16-2024 11:33:37-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:95.69MB, end 98.86MB, increase: 3.17MB
12-16-2024 11:33:37-debug: [Assets Memory track]: asset-db-plugin-enable: project start:95.85MB, end 98.86MB, increase: 3.01MB
12-16-2024 11:33:37-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:93.12MB, end 98.87MB, increase: 5.75MB
12-16-2024 11:33:37-debug: asset-db:worker-init: initPlugin (123ms)
12-16-2024 11:33:37-debug: [Assets Memory track]: asset-db:worker-init start:19.44MB, end 98.92MB, increase: 79.48MB
12-16-2024 11:33:37-debug: Run asset db hook programming:beforePreStart ...
12-16-2024 11:33:37-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Regular_0.png@f9941background: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-freetype/OpenSans-BoldItalic.ttfbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-freetype/OpenSans-Italic.ttfbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/2d/Camera.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-freetype/OpenSans-Regular.ttfbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Capsule.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Cone.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Cube.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Cylinder.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Plane.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Quad.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Sphere.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/3d/Torus.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/effects/Particle System.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Directional Light.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Light Probe Group.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Point Light.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Ranged Directional Light.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Reflection Probe.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Sphere Light.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/light/Spot Light.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Button.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Canvas.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/EditBox.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Graphics.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Label.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Layout.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Mask.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ParticleSystem2D.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ProgressBar.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/RichText.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ScrollView.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Slider.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Sprite.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/SpriteRenderer.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/SpriteSplash.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/TiledMap.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Toggle.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/ToggleContainer.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/VideoPlayer.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/WebView.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Widget.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/pageView.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/preintegrated-skin.pngbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/2d/ui/Canvas.prefabbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/lut/original-color-grading.pngbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/preintegrated-skin.png@6c48abackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/lut/original-color-grading.png@6c48abackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: start asset-db(internal) with asset: 463
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_ui/atom.plistbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Bold.fntbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-BoldItalic.fntbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Italic.fntbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_ui/atom_new.plistbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Regular.fntbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:33:52-debug: [Assets Memory track]: asset-db:worker-startup-database[internal] start:116.31MB, end 558.61MB, increase: 442.30MB
12-16-2024 11:33:52-debug: asset-db:worker-startup-database[internal] (15007ms)
12-16-2024 11:33:52-debug: asset-db:start-database (15362ms)
12-16-2024 11:33:52-debug: asset-db:ready (19311ms)
12-16-2024 11:33:52-debug: init worker message success
12-16-2024 11:33:52-debug: [Build Memory track]: builder:worker-init start:560.36MB, end 567.35MB, increase: 6.99MB
12-16-2024 11:33:52-debug: programming:execute-script (3ms)
12-16-2024 11:33:52-debug: builder:worker-init (328ms)
12-16-2024 11:33:53-debug: programming:execute-script (3ms)
12-16-2024 11:34:03-debug: refresh db internal success
12-16-2024 11:34:03-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:34:03-debug: refresh db assets success
12-16-2024 11:34:03-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:34:03-debug: asset-db:refresh-all-database (35ms)
12-16-2024 11:34:19-debug: refresh db internal success
12-16-2024 11:34:19-debug: refresh db assets success
12-16-2024 11:34:19-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:34:19-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:34:19-debug: asset-db:refresh-all-database (48ms)
12-16-2024 11:34:25-debug: refresh db internal success
12-16-2024 11:34:25-debug: refresh db assets success
12-16-2024 11:34:25-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:34:25-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:34:25-debug: asset-db:refresh-all-database (38ms)
12-16-2024 11:34:28-debug: refresh db internal success
12-16-2024 11:34:28-debug: refresh db assets success
12-16-2024 11:34:28-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:34:28-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:34:28-debug: asset-db:refresh-all-database (25ms)
12-16-2024 11:34:28-debug: asset-db:worker-effect-data-processing (1ms)
12-16-2024 11:34:28-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 11:35:01-debug: refresh db internal success
12-16-2024 11:35:01-debug: refresh db assets success
12-16-2024 11:35:01-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:35:01-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:35:01-debug: asset-db:refresh-all-database (34ms)
12-16-2024 11:35:16-debug: refresh db internal success
12-16-2024 11:35:16-debug: refresh db assets success
12-16-2024 11:35:16-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:35:16-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:35:16-debug: asset-db:refresh-all-database (31ms)
12-16-2024 11:35:16-debug: asset-db:worker-effect-data-processing (1ms)
12-16-2024 11:35:16-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 11:35:45-debug: refresh db internal success
12-16-2024 11:35:45-debug: refresh db assets success
12-16-2024 11:35:45-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:35:45-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:35:45-debug: asset-db:refresh-all-database (31ms)
12-16-2024 11:36:40-debug: refresh db assets success
12-16-2024 11:36:40-debug: refresh db internal success
12-16-2024 11:36:40-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:36:40-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:36:40-debug: asset-db:refresh-all-database (48ms)
12-16-2024 11:36:40-debug: asset-db:worker-effect-data-processing (1ms)
12-16-2024 11:36:40-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 11:36:46-debug: start refresh asset from /Users/admin/Documents/Gamify_Test/assets/Textures...
12-16-2024 11:36:46-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Texturesbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:36:46-debug: refresh asset /Users/admin/Documents/Gamify_Test/assets success
12-16-2024 11:36:51-debug: start refresh asset from /Users/admin/Documents/Gamify_Test/assets/Scripts...
12-16-2024 11:36:51-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scriptsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:36:51-debug: refresh asset /Users/admin/Documents/Gamify_Test/assets success
12-16-2024 11:37:00-debug: start refresh asset from /Users/admin/Documents/Gamify_Test/assets/Scenes...
12-16-2024 11:37:00-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scenesbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:37:00-debug: refresh asset /Users/admin/Documents/Gamify_Test/assets success
12-16-2024 11:37:13-debug: start refresh asset from /Users/admin/Documents/Gamify_Test/assets/Scenes/Problem1.scene...
12-16-2024 11:37:13-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scenes/Problem1.scenebackground: #aaff85; color: #000;color: #000;
12-16-2024 11:37:13-debug: refresh asset /Users/admin/Documents/Gamify_Test/assets/Scenes success
12-16-2024 11:37:14-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scenesbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:37:21-debug: start refresh asset from /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1...
12-16-2024 11:37:21-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1background: #aaff85; color: #000;color: #000;
12-16-2024 11:37:21-debug: refresh asset /Users/admin/Documents/Gamify_Test/assets/Scripts success
12-16-2024 11:37:21-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scriptsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:37:24-debug: start refresh asset from /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem2...
12-16-2024 11:37:24-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem2background: #aaff85; color: #000;color: #000;
12-16-2024 11:37:24-debug: refresh asset /Users/admin/Documents/Gamify_Test/assets/Scripts success
12-16-2024 11:37:24-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scriptsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:37:37-debug: start refresh asset from /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1/RotateAroundComp.ts...
12-16-2024 11:37:37-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1/RotateAroundComp.tsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:37:37-debug: refresh asset /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1 success
12-16-2024 11:37:37-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1background: #aaff85; color: #000;color: #000;
12-16-2024 11:38:03-debug: refresh db internal success
12-16-2024 11:38:03-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1/RotateAroundComp.tsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:38:03-debug: refresh db assets success
12-16-2024 11:38:03-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:38:03-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:38:03-debug: asset-db:refresh-all-database (34ms)
12-16-2024 11:38:03-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 11:38:48-debug: refresh db internal success
12-16-2024 11:38:48-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1/RotateAroundComp.tsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:38:48-debug: refresh db assets success
12-16-2024 11:38:48-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:38:48-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:38:48-debug: asset-db:refresh-all-database (23ms)
12-16-2024 11:38:48-debug: asset-db:worker-effect-data-processing (1ms)
12-16-2024 11:38:48-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 11:40:22-debug: refresh db internal success
12-16-2024 11:40:22-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1/RotateAroundComp.tsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:40:22-debug: refresh db assets success
12-16-2024 11:40:22-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:40:22-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:40:22-debug: asset-db:refresh-all-database (41ms)
12-16-2024 11:41:02-debug: refresh db internal success
12-16-2024 11:41:02-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1/RotateAroundComp.tsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:41:02-debug: refresh db assets success
12-16-2024 11:41:02-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:41:02-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:41:02-debug: asset-db:refresh-all-database (33ms)
12-16-2024 11:41:02-debug: asset-db:worker-effect-data-processing (1ms)
12-16-2024 11:41:02-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 11:42:16-debug: refresh db internal success
12-16-2024 11:42:16-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1/RotateAroundComp.tsbackground: #aaff85; color: #000;color: #000;
12-16-2024 11:42:16-debug: refresh db assets success
12-16-2024 11:42:16-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:42:16-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:42:16-debug: asset-db:refresh-all-database (39ms)
12-16-2024 11:42:16-debug: asset-db:worker-effect-data-processing (1ms)
12-16-2024 11:42:16-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 11:43:12-debug: refresh db internal success
12-16-2024 11:43:12-debug: refresh db assets success
12-16-2024 11:43:12-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:43:12-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:43:12-debug: asset-db:refresh-all-database (43ms)
12-16-2024 11:50:54-debug: refresh db internal success
12-16-2024 11:50:54-debug: refresh db assets success
12-16-2024 11:50:54-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 11:50:54-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 11:50:54-debug: asset-db:refresh-all-database (1449ms)
12-16-2024 11:50:54-debug: asset-db:worker-effect-data-processing (2ms)
12-16-2024 11:50:54-debug: asset-db-hook-engine-extends-afterRefresh (4ms)
12-16-2024 13:12:41-debug: refresh db internal success
12-16-2024 13:12:41-debug: refresh db assets success
12-16-2024 13:12:41-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 13:12:41-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 13:12:41-debug: asset-db:refresh-all-database (72ms)
12-16-2024 13:12:41-debug: asset-db:worker-effect-data-processing (1ms)
12-16-2024 13:12:41-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 13:22:23-debug: refresh db internal success
12-16-2024 13:22:23-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scripts/Problem1/RotateAroundComp.tsbackground: #aaff85; color: #000;color: #000;
12-16-2024 13:22:23-debug: refresh db assets success
12-16-2024 13:22:23-debug: Run asset db hook engine-extends:afterRefresh ...
12-16-2024 13:22:23-debug: Run asset db hook engine-extends:afterRefresh success!
12-16-2024 13:22:23-debug: asset-db:refresh-all-database (48ms)
12-16-2024 13:22:23-debug: asset-db:worker-effect-data-processing (1ms)
12-16-2024 13:22:23-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
12-16-2024 13:22:33-debug: start refresh asset from /Users/admin/Documents/Gamify_Test/assets/Scenes/Problem1.scene...
12-16-2024 13:22:33-debug: %cImport%c: /Users/admin/Documents/Gamify_Test/assets/Scenes/Problem1.scenebackground: #aaff85; color: #000;color: #000;
12-16-2024 13:22:33-debug: refresh asset /Users/admin/Documents/Gamify_Test/assets/Scenes success
12-16-2024 13:22:39-debug: programming:execute-script (16ms)
12-16-2024 13:22:40-debug: Query all assets info in project
12-16-2024 13:22:40-debug: init custom config: keepNodeUuid: false, useCache: true
12-16-2024 13:22:40-debug:   Number of all scenes: 1
12-16-2024 13:22:40-debug:   Number of all scripts: 2
12-16-2024 13:22:40-debug:   Number of other assets: 323
12-16-2024 13:22:40-debug: reload all scripts.
12-16-2024 13:22:40-debug: Set detail map pack:///resolution-detail-map.json: {}
12-16-2024 13:22:40-debug: /Users/admin/Documents/Gamify_Test/temp/programming/packer-driver/targets/editor/chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js resolved to /Users/admin/Documents/Gamify_Test/temp/programming/packer-driver/targets/editor/chunks/93/93ba276ea7b26ffcdc433fab14afc1ed6f05647b.js is not in module cache!
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/base" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/3d" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl2" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/animation" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/skeletal-animation" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-empty" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/ui" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle-2d" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-framework" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-framework" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-box2d-wasm" loaded.
12-16-2024 13:22:40-debug: [[Executor]] Module "cce:/internal/x/cc-fu/intersection-2d" loaded.
