12-16-2024 22:33:18-log: Cannot access game frame or container.
12-16-2024 22:33:18-debug: asset-db:require-engine-code (875ms)
12-16-2024 22:33:18-log: Cocos Creator v3.8.1
12-16-2024 22:33:18-debug: [Assets Memory track]: asset-db-plugin-enable: project start:94.36MB, end 97.46MB, increase: 3.10MB
12-16-2024 22:33:18-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:91.79MB, end 97.46MB, increase: 5.67MB
12-16-2024 22:33:18-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:94.19MB, end 97.45MB, increase: 3.26MB
12-16-2024 22:33:18-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.52MB, end 91.79MB, increase: 72.27MB
12-16-2024 22:33:18-debug: [Assets Memory track]: asset-db-plugin-register: programming start:92.44MB, end 94.14MB, increase: 1.71MB
12-16-2024 22:33:18-debug: asset-db:worker-init: initPlugin (142ms)
12-16-2024 22:33:18-debug: [Assets Memory track]: asset-db:worker-init start:19.52MB, end 97.51MB, increase: 77.99MB
12-16-2024 22:33:18-debug: Run asset db hook engine-extends:beforePreStart success!
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/lighting-models/lighting-flow/unlit-flow.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/lighting-models/model-functions/standard-common.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/lighting-models/model-functions/standard.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/data-structures/vs-input.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/data-structures/fs-input.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/data-structures/vs-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/lighting-models/model-functions/toon.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/data-structures/vs-intermediate.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/data-structures/standard.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/data-structures/unlit.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/data-structures/toon.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/data-structures/vs-output.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/default-functions/common-vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/default-functions/standard-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/default-functions/unlit-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/default-functions/skin.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/default-functions/toon-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/effect-macros/common-macros.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/effect-macros/sky.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/effect-macros/render-to-shadowmap.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/effect-macros/silhouette-edge.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/effect-macros/render-planar-shadow.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/effect-macros/terrain.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/effect-macros/unlit.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/common-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/common-vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/standard-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/standard-vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/common-vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/toon-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/unlit-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/includes/toon-vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/debug-view.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/unlit-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/toon-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/silhouette-edge-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/standard-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/silhouette-edge-vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/sky-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/sky-vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-planar-shadow/fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-planar-shadow/vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-reflectmap/fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-shadowmap/vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-shadowmap/fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/fsr.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/hbao.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/vs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/pipeline/deferred-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/pipeline/forward-fs.chunkbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-reflection-probe-preview.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-standard.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:19-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-terrain.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:20-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-toon.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:20-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-unlit.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:20-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/car-paint.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:20-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/eye.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:21-debug: run package(builder) handler(enable) start
12-16-2024 22:33:25-debug: run package(builder) handler(enable) success!
12-16-2024 22:33:25-debug: run package(shortcuts) handler(enable) start
12-16-2024 22:33:25-debug: run package(animation-graph) handler(enable) start
12-16-2024 22:33:25-debug: run package(shortcuts) handler(enable) success!
12-16-2024 22:33:25-debug: run package(about) handler(enable) start
12-16-2024 22:33:25-debug: run package(about) handler(enable) success!
12-16-2024 22:33:25-debug: run package(assets) handler(enable) start
12-16-2024 22:33:25-debug: run package(assets) handler(enable) success!
12-16-2024 22:33:25-debug: run package(console) handler(enable) start
12-16-2024 22:33:25-debug: run package(console) handler(enable) success!
12-16-2024 22:33:25-debug: run package(crash-reporter) handler(enable) start
12-16-2024 22:33:25-debug: run package(animation-graph) handler(enable) success!
12-16-2024 22:33:25-debug: run package(crash-reporter) handler(enable) success!
12-16-2024 22:33:25-debug: [Assets Memory track]: asset-db-plugin-enable: builder start:207.01MB, end 348.05MB, increase: 141.04MB
12-16-2024 22:33:25-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/fabric.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:26-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/glass.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:26-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/hair.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:27-debug: run package(extension) handler(enable) start
12-16-2024 22:33:27-debug: run package(hierarchy) handler(enable) start
12-16-2024 22:33:27-debug: run package(inspector) handler(enable) start
12-16-2024 22:33:27-debug: run package(inspector) handler(enable) success!
12-16-2024 22:33:27-debug: run package(light-probe) handler(enable) start
12-16-2024 22:33:27-debug: run package(light-probe) handler(enable) success!
12-16-2024 22:33:27-debug: run package(lightmap) handler(enable) start
12-16-2024 22:33:27-debug: run package(lightmap) handler(enable) success!
12-16-2024 22:33:27-debug: run package(node-library) handler(enable) success!
12-16-2024 22:33:27-debug: run package(package-asset) handler(enable) start
12-16-2024 22:33:27-debug: run package(hierarchy) handler(enable) success!
12-16-2024 22:33:27-debug: run package(process) handler(enable) start
12-16-2024 22:33:27-debug: run package(process) handler(enable) success!
12-16-2024 22:33:27-debug: run package(reference-image) handler(enable) start
12-16-2024 22:33:27-debug: run package(reference-image) handler(enable) success!
12-16-2024 22:33:27-debug: run package(reflection-probe) handler(enable) start
12-16-2024 22:33:27-debug: run package(reflection-probe) handler(enable) success!
12-16-2024 22:33:27-debug: run package(engine-extends) handler(enable) start
12-16-2024 22:33:27-debug: run package(engine-extends) handler(enable) success!
12-16-2024 22:33:27-debug: run package(adsense-h5g-plugin) handler(enable) start
12-16-2024 22:33:27-debug: run package(adsense-h5g-plugin) handler(enable) success!
12-16-2024 22:33:27-debug: run package(alipay-mini-game) handler(enable) start
12-16-2024 22:33:27-debug: run package(alipay-mini-game) handler(enable) success!
12-16-2024 22:33:27-debug: run package(android) handler(enable) start
12-16-2024 22:33:27-debug: run package(android) handler(enable) success!
12-16-2024 22:33:27-debug: run package(bytedance-mini-game) handler(enable) start
12-16-2024 22:33:27-debug: run package(bytedance-mini-game) handler(enable) success!
12-16-2024 22:33:27-debug: run package(certificate) handler(enable) start
12-16-2024 22:33:27-debug: run package(certificate) handler(enable) success!
12-16-2024 22:33:27-debug: run package(channel-upload-tools) handler(enable) start
12-16-2024 22:33:27-debug: run package(channel-upload-tools) handler(enable) success!
12-16-2024 22:33:27-debug: run package(fb-instant-games) handler(enable) start
12-16-2024 22:33:27-debug: run package(fb-instant-games) handler(enable) success!
12-16-2024 22:33:27-debug: run package(huawei-agc) handler(enable) start
12-16-2024 22:33:27-debug: run package(huawei-agc) handler(enable) success!
12-16-2024 22:33:27-debug: run package(huawei-quick-game) handler(enable) start
12-16-2024 22:33:27-debug: run package(huawei-quick-game) handler(enable) success!
12-16-2024 22:33:27-debug: run package(ios) handler(enable) start
12-16-2024 22:33:27-debug: run package(ios) handler(enable) success!
12-16-2024 22:33:27-debug: run package(linux) handler(enable) start
12-16-2024 22:33:27-debug: run package(linux) handler(enable) success!
12-16-2024 22:33:27-debug: run package(mac) handler(enable) start
12-16-2024 22:33:27-debug: run package(mac) handler(enable) success!
12-16-2024 22:33:27-debug: run package(extension) handler(enable) success!
12-16-2024 22:33:27-debug: run package(native) handler(enable) success!
12-16-2024 22:33:27-debug: run package(ohos) handler(enable) start
12-16-2024 22:33:27-debug: run package(ohos) handler(enable) success!
12-16-2024 22:33:27-debug: run package(openharmony) handler(enable) start
12-16-2024 22:33:27-debug: run package(openharmony) handler(enable) success!
12-16-2024 22:33:27-debug: run package(oppo-mini-game) handler(enable) start
12-16-2024 22:33:27-debug: run package(oppo-mini-game) handler(enable) success!
12-16-2024 22:33:27-debug: run package(runtime-dev-tools) handler(enable) start
12-16-2024 22:33:27-debug: run package(runtime-dev-tools) handler(enable) success!
12-16-2024 22:33:27-debug: run package(taobao-creative-app) handler(enable) start
12-16-2024 22:33:27-debug: run package(taobao-creative-app) handler(enable) success!
12-16-2024 22:33:27-debug: run package(taobao-mini-game) handler(enable) start
12-16-2024 22:33:27-debug: run package(taobao-mini-game) handler(enable) success!
12-16-2024 22:33:27-debug: run package(vivo-mini-game) handler(enable) start
12-16-2024 22:33:27-debug: run package(vivo-mini-game) handler(enable) success!
12-16-2024 22:33:27-debug: run package(web-desktop) handler(enable) start
12-16-2024 22:33:27-debug: run package(web-desktop) handler(enable) success!
12-16-2024 22:33:27-debug: run package(web-mobile) handler(enable) start
12-16-2024 22:33:27-debug: run package(web-mobile) handler(enable) success!
12-16-2024 22:33:27-debug: run package(wechatgame) handler(enable) start
12-16-2024 22:33:27-debug: run package(wechatgame) handler(enable) success!
12-16-2024 22:33:27-debug: run package(wechatprogram) handler(enable) start
12-16-2024 22:33:27-debug: run package(wechatprogram) handler(enable) success!
12-16-2024 22:33:27-debug: run package(windows) handler(enable) start
12-16-2024 22:33:27-debug: run package(windows) handler(enable) success!
12-16-2024 22:33:27-debug: run package(xiaomi-quick-game) handler(enable) start
12-16-2024 22:33:27-debug: run package(xiaomi-quick-game) handler(enable) success!
12-16-2024 22:33:27-debug: run package(cocos-service) handler(enable) start
12-16-2024 22:33:27-debug: run package(cocos-service) handler(enable) success!
12-16-2024 22:33:27-debug: run package(im-plugin) handler(enable) success!
12-16-2024 22:33:27-debug: run package(im-plugin) handler(enable) start
12-16-2024 22:33:27-debug: run package(placeholder) handler(enable) start
12-16-2024 22:33:27-debug: run package(placeholder) handler(enable) success!
12-16-2024 22:33:27-debug: run package(native) handler(enable) start
12-16-2024 22:33:27-debug: run package(node-library) handler(enable) start
12-16-2024 22:33:27-debug: run package(package-asset) handler(enable) success!
12-16-2024 22:33:27-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/leaf.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:27-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/simple-skin.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:27-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/skin.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:27-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/sky.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:27-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/water.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-spine.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-sprite-renderer.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-sprite.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-camera-texture.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-clear-stencil.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-debug-renderer.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-geometry-renderer.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-graphics.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-occlusion-query.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-reflection-deferred.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-wireframe.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/standard.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/terrain.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/toon.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-billboard.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:28-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-gpu.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:29-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-trail.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:29-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-xr-trail.effectbackground: #aaff85; color: #000;color: #000;
12-16-2024 22:33:29-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle.effectbackground: #aaff85; color: #000;color: #000;
